Data_center,power_usage_2023_kwh,power_usage_per_hour_2023_kwh,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,market,Number_of_Market_Data_Centers,states,Number_of_States_Data_Centers
Lumen Santa Clara 1,33566.97482,3.831846441,3045 Raymond Street,-6.2767915,53.3333493,GEOMETRIC_CENTER,Santa Clara,64,California,271
SoftLayer - SJC01,33566.97482,3.831846441,3105 Alfred St,-121.9581002,37.37827102,GoogleMap,Santa Clara,64,California,271
Tata Communications Santa Clara,33566.97482,3.831846441,1100 Space Park,-121.9533236,37.37582117,GoogleMap,Santa Clara,64,California,271
DataBank SNA1 - Irvine,33566.97482,3.831846441,17222 Von Karman Avenue,-117.8406041,33.6904602,ROOFTOP,Irvine,14,California,271
DataBank SNA2 - Irvine,33566.97482,3.831846441,17400 Von Karman Avenue,-117.842321,33.687889,ROOFTOP,Irvine,14,California,271
Millennium Systems Inc,33566.97482,3.831846441,580 Wald,-117.7342483,33.63190091,GoogleMap,Irvine,14,California,271
Aecero,33566.97482,3.831846441,2463 W La Palma Ave,-117.9709957,33.8496974,ROOFTOP,Irvine,14,California,271
Centersquare - Los Angeles LAX3,33566.97482,3.831846441,17836 Gillette Ave.,-117.8487271,33.6873393,ROOFTOP,Irvine,14,California,271
Cogent Data Center - Anaheim,33566.97482,3.831846441,300 S Harbor Blvd.,-117.9182179,33.8316095,ROOFTOP,Irvine,14,California,271
Cogent Data Center - Anaheim 2,33566.97482,3.831846441,1750 W Penhall Way,-117.9451281,33.8347622,ROOFTOP,Irvine,14,California,271
Cogent Data Center - Rialto,33566.97482,3.831846441,282 S Sycamore Ave,-118.3427066,34.0690601,RANGE_INTERPOLATED,Irvine,14,California,271
Alchemy.net,33566.97482,3.831846441,2640 Main St,-73.8318582,40.7627998,RANGE_INTERPOLATED,Irvine,14,California,271
Orange County Internet Exchange,33566.97482,3.831846441,2001 E. Dyer Rd,-117.8439486,33.7083825,ROOFTOP,Irvine,14,California,271
TPx Santa Ana Data Center,33566.97482,3.831846441,2001 E Dyer Rd,-117.8439486,33.7083825,ROOFTOP,Irvine,14,California,271
Lumen Anaheim 1,33566.97482,3.831846441,2461 W. La Palma Avenue,-117.9709649,33.848538,ROOFTOP,Irvine,14,California,271
Data Canopy - Irvine,33566.97482,3.831846441,16842 Von Karman Ave,-117.8359967,33.6943002,ROOFTOP,Irvine,14,California,271
SMS Datacenter,33566.97482,3.831846441,2525 Main Street,-123.1014,49.2624136,ROOFTOP,Irvine,14,California,271
T5 Data Centers - T5@Silicon Valley,33566.97482,3.831846441,39800 Eureka Dr,-80.5245862,25.5940969,RANGE_INTERPOLATED,Fremont,4,California,271
Apple Newark Data Center,33566.97482,3.831846441,39800 Eureka Drive,-80.5245862,25.5940969,RANGE_INTERPOLATED,Fremont,4,California,271
Hurricane Fremont 1,33566.97482,3.831846441,760 Mission Ct,-121.9310449,37.48988796,GoogleMap,Fremont,4,California,271
Hurricane Fremont 2,33566.97482,3.831846441,48233 Warm Springs Blvd,-121.9201106,37.4718094,ROOFTOP,Fremont,4,California,271
NTT Sacramento CA2,33566.97482,3.831846441,2999 Gold Canal Dr.,-121.268183,38.5944756,ROOFTOP,Sacramento,21,California,271
NTT Sacramento CA1,33566.97482,3.831846441,1625 West National Drive,-121.4986413,38.6443873,ROOFTOP,Sacramento,21,California,271
NTT Sacramento CA3,33566.97482,3.831846441,1312 Striker Avenue,-121.4919202,38.650382,ROOFTOP,Sacramento,21,California,271
Datacate Rancho Cordova,33566.97482,3.831846441,2407 AK Street,-121.407521,38.643148,ROOFTOP,Sacramento,21,California,271
EdgeConneX Sacramento - EDCSAC01,33566.97482,3.831846441,10980 Gold Center Dr,-121.2774354,38.592302,ROOFTOP,Sacramento,21,California,271
Prime Sacramento Building One（无）,33566.97482,3.831846441,,,,,Sacramento,21,California,271
365 Data Centers - Rancho Cordova,33566.97482,3.831846441,11085 Sun Center Dr,-121.2726172,38.5960891,ROOFTOP,Sacramento,21,California,271
QTS Sacramento,33566.97482,3.831846441,1100 North Market Blvd,-121.4863313,38.6464053,ROOFTOP,Sacramento,21,California,271
Quest Roseville HABC,33566.97482,3.831846441,9000 Foothills Blvd,-121.3175455,38.7909551,ROOFTOP,Sacramento,21,California,271
Quest McClellan BRC,33566.97482,3.831846441,4235 Forcum Ave,-121.406831,38.6448217,ROOFTOP,Sacramento,21,California,271
Consolidated Citrus Heights,33566.97482,3.831846441,7656 Old Auburn Blvd,-121.3494016,38.6586422,GEOMETRIC_CENTER,Sacramento,21,California,271
Consolidated McClellan,33566.97482,3.831846441,5115 Arnold Blvd,-121.3854133,38.66006505,GoogleMap,Sacramento,21,California,271
Cogent Data Center - Oroville,33566.97482,3.831846441,2405 Bird St,-121.5503741,39.51430197,GoogleMap,Sacramento,21,California,271
Lumen Sacramento 1,33566.97482,3.831846441,1075 Triangle Court,-122.3621101,37.9462201,RANGE_INTERPOLATED,Sacramento,21,California,271
TPx Sacramento Data Center,33566.97482,3.831846441,1099 15th St,-121.4870188,38.57737987,GoogleMap,Sacramento,21,California,271
Conscious Data Centers,33566.97482,3.831846441,3141 Data Dr,-121.2821847,38.5869208,ROOFTOP,Sacramento,21,California,271
Prime Data Centers - Sacramento（暂无）,33566.97482,3.831846441,,,,,Sacramento,21,California,271
Lumen Sacramento 2,33566.97482,3.831846441,1005 North B Street,-121.4880162,38.5916646,ROOFTOP,Sacramento,21,California,271
Prime Data Centers,33566.97482,3.831846441,2407 AK St,-121.4075214,38.64314655,GoogleMap,Sacramento,21,California,271
iStreet Solutions,33566.97482,3.831846441,1075 Triangle Ct.,-93.589052,45.5830484,GEOMETRIC_CENTER,Sacramento,21,California,271
DataNOC.com,33566.97482,3.831846441,10321 Placer Lane,-121.3072026,38.5764576,ROOFTOP,Sacramento,21,California,271
IC2NET Tustin Data Center,33566.97482,3.831846441,14351 Myford Rd,-117.803253,33.7171776,ROOFTOP,Tustin,2,California,271
Lumen Tustin,33566.97482,3.831846441,14452 Franklin Avenue,-118.3792866,34.0981311,RANGE_INTERPOLATED,Tustin,2,California,271
Astound Mountain View DC,33566.97482,3.831846441,1555 Plymouth St,-70.9408209,41.9916035,GEOMETRIC_CENTER,Mountain View,1,California,271
H5 Data Centers San Luis Obispo,33566.97482,3.831846441,3610 Sacramento Dr.,-120.6407318,35.2557272,ROOFTOP,San Luis Obispo,4,California,271
Lumen San Luis Obispo 1,33566.97482,3.831846441,775 Capitolio Way,-120.6450195,35.2565599,ROOFTOP,San Luis Obispo,4,California,271
Lumen San Luis Obispo 2,33566.97482,3.831846441,254 Granada Drive,-120.6672777,35.25167735,GoogleMap,San Luis Obispo,4,California,271
SBP1,33566.97482,3.831846441,3620 Sacramento Dr,-120.6414263,35.2553941,ROOFTOP,San Luis Obispo,4,California,271
Modesto City Tower,33566.97482,3.831846441,801 Tenth Street,-120.9985583,37.63854942,GoogleMap,Modesto,2,California,271
Lumen Modesto,33566.97482,3.831846441,1224 13th Street,-121.000235,37.64535237,GoogleMap,Modesto,2,California,271
Unwired FAT1,33566.97482,3.831846441,414 Bedford,-0.4667687,52.1386603,APPROXIMATE,Fresno,4,California,271
Microsoft Fresno,33566.97482,3.831846441,n/a,,,,Fresno,4,California,271
Lumen Fresno 2,33566.97482,3.831846441,7576 N Del Mar Ave,-119.7953622,36.8480552,ROOFTOP,Fresno,4,California,271
Lumen Fresno 1,33566.97482,3.831846441,305 W. Napa Ave,-119.8151856,36.7469578,ROOFTOP,Fresno,4,California,271
AISO Solar Powered Data Center,33566.97482,3.831846441,25655 Louisa Lane,-117.1522255,33.74819139,GoogleMap,Riverside,3,California,271
Acorn Technology Services Data Center,33566.97482,3.831846441,1960 Chicago Ave,-87.8336141,41.8937334,RANGE_INTERPOLATED,Riverside,3,California,271
Lumen Riverside 1,33566.97482,3.831846441,1550 Malborough Avenue,-83.0625303,42.289546,RANGE_INTERPOLATED,Riverside,3,California,271
200 North Nash Street (LAX11),33566.97482,3.831846441,200 North Nash Street,-118.3863261,33.9177324,ROOFTOP,El Segundo,3,California,271
Equinix LA4,33566.97482,3.831846441,445 N Douglas St,-88.1679507,39.8667331,GEOMETRIC_CENTER,El Segundo,3,California,271
Evocative LAX10,33566.97482,3.831846441,2260 E El Segundo Blvd,-118.232167,33.9158941,RANGE_INTERPOLATED,El Segundo,3,California,271
720 2nd Street (OAK10),33566.97482,3.831846441,720 2nd street,-122.2824907,37.79896018,GoogleMap,Oakland,1,California,271
Lumen Emeryville 1,33566.97482,3.831846441,5000 Hollis Street,-122.2868548,37.8352695,ROOFTOP,Emeryville,2,California,271
Lumen Oakland,33566.97482,3.831846441,1313 53rd Street,-73.9938746,40.632685,ROOFTOP,Emeryville,2,California,271
3015 Winona Avenue (BUR10),33566.97482,3.831846441,3015 Winona Avenue,-79.4008666,42.1430899,GEOMETRIC_CENTER,Burbank,1,California,271
Goleta,33566.97482,3.831846441,81 David Love Place,-119.8397063,34.4363494,ROOFTOP,Goleta,1,California,271
Got.Net,33566.97482,3.831846441,303 Potrero St.,-122.0305423,36.9814559,ROOFTOP,Santa Cruz,1,California,271
Lumen Bakersfield 2,33566.97482,3.831846441,1430 Truxtun Ave,-119.017792,35.373728,ROOFTOP,Bakersfield,2,California,271
Lumen Bakerfield 1,33566.97482,3.831846441,2020 P. Street,-91.9680022,41.7774219,GEOMETRIC_CENTER,Bakersfield,2,California,271
AT&T Hayward,33566.97482,3.831846441,221 W Winton Ave,-122.0962394,37.659391,ROOFTOP,Hayward,2,California,271
Lumen Hayward 1,33566.97482,3.831846441,23965 Connecticut St,-73.087749,41.6032207,APPROXIMATE,Hayward,2,California,271
Lumen Santa Barbara,33566.97482,3.831846441,122 Helena Ave,-119.6901576,34.4144425,ROOFTOP,Santa Barbara,2,California,271
Santa Barbara,33566.97482,3.831846441,104 West Anapamu Street,-119.7062693,34.4223556,ROOFTOP,Santa Barbara,2,California,271
Nautilus Stockton,33566.97482,3.831846441,1002 Embarcadero,-121.3690235,37.96418451,GoogleMap,Stockton,2,California,271
Cogent Data Center - Stockton,33566.97482,3.831846441,3807 Coronado Ave,-117.2377139,32.7321203,RANGE_INTERPOLATED,Stockton,2,California,271
Centersquare Hawthorne,33566.97482,3.831846441,2301 W 120th St,-118.3207084,33.9243863,ROOFTOP,Hawthorne,1,California,271
One Data Center Ontario,33566.97482,3.831846441,350 S. Milliken Ave,-117.559739,34.0600403,ROOFTOP,Inland Empire,1,California,271
Lumen Manchester 1,33566.97482,3.831846441,19700 State Hwy,-123.6875595,38.9664958,GoogleMap,Manchester CA,1,California,271
Lumen San Bernardino,33566.97482,3.831846441,5705 Industrial Parkway,-83.1947566,40.1240619,RANGE_INTERPOLATED,San Bernardino,1,California,271
2323 Bryan Street (DFW10),78464.60072,8.957146201,2323 Bryan Street,-96.794157,32.7872315,ROOFTOP,Dallas,133,Texas,261
8435 Stemmons Freeway (DFW36),78464.60072,8.957146201,8435 Stemmons Freeway,-96.873974,32.827345,ROOFTOP,Dallas,133,Texas,261
1232 Alma Road (DFW16),78464.60072,8.957146201,1232 Alma Road,145.0045681,-37.8630865,GEOMETRIC_CENTER,Dallas,133,Texas,261
4025 Midway Rd (DFW11),78464.60072,8.957146201,4025 Midway Rd,-96.8447316,33.0216679,ROOFTOP,Dallas,133,Texas,261
850 E. Collins Boulevard (DFW28),78464.60072,8.957146201,850 E. Collins Boulevard,-96.7132162,32.9673684,ROOFTOP,Dallas,133,Texas,261
1210 Integrity Drive (DFW18),78464.60072,8.957146201,1210 Integrity Drive,-76.3428233,40.1095842,RANGE_INTERPOLATED,Dallas,133,Texas,261
Centersquare Webb Chapel,78464.60072,8.957146201,11830 Webb Chapel Rd.,-96.8706428,32.9119147,ROOFTOP,Dallas,133,Texas,261
900 Quality Way (DFW17),78464.60072,8.957146201,900 Quality Way,-96.7131951,32.96624837,GoogleMap,Dallas,133,Texas,261
Centersquare Allen,78464.60072,8.957146201,900 Guardians Way,-96.68326,33.094894,ROOFTOP,Dallas,133,Texas,261
1215 Integrity Drive (DFW25),78464.60072,8.957146201,1215 Integrity Drive,-76.3421993,40.1095506,RANGE_INTERPOLATED,Dallas,133,Texas,261
950 E. Collins Boulevard (DFW29),78464.60072,8.957146201,950 E. Collins Boulevard,-96.7103992,32.967205,ROOFTOP,Dallas,133,Texas,261
Stream DC DFW VII - Garland,78464.60072,8.957146201,1813 Lookout Drive,-94.0527347,44.1772782,RANGE_INTERPOLATED,Dallas,133,Texas,261
2440 Marsh Lane (DFW12),78464.60072,8.957146201,2440 Marsh Lane,-96.8537053,32.98010897,GoogleMap,Dallas,133,Texas,261
Hivelocity - Dallas 1,78464.60072,8.957146201,1515 Round Table Dr,-96.8784099,32.8379029,ROOFTOP,Dallas,133,Texas,261
907 Security Row (DFW35),78464.60072,8.957146201,907 Security Row,-96.7103368,32.96505458,GoogleMap,Dallas,133,Texas,261
Flexential Dallas - Downtown Data Center,78464.60072,8.957146201,1950 Stemmons Freeway,-96.819412,32.800748,ROOFTOP,Dallas,133,Texas,261
Flexential Dallas - Plano Data Center,78464.60072,8.957146201,3500 E Plano Pkwy,-96.6664411,33.0075817,ROOFTOP,Dallas,133,Texas,261
4849 Alpha Road (DFW14),78464.60072,8.957146201,4849 Alpha Road,-96.82802866,32.93389417,GoogleMap,Dallas,133,Texas,261
Flexential Dallas - Richardson Data Center,78464.60072,8.957146201,3010 Waterview Parkway,-96.7525175,32.9948279,ROOFTOP,Dallas,133,Texas,261
2501 S. State Highway 121 (DFW26),78464.60072,8.957146201,2501 S. State Highway 121,-96.9936515,33.0073636,ROOFTOP,Dallas,133,Texas,261
CyrusOne DFW1 - Carrollton,78464.60072,8.957146201,1649 Frankfort Road West,-80.3927417,40.5693377,RANGE_INTERPOLATED,Dallas,133,Texas,261
NTT Dallas TX1,78464.60072,8.957146201,2008 Lookout Drive,-94.0525116,44.1879802,RANGE_INTERPOLATED,Dallas,133,Texas,261
TierPoint Dallas,78464.60072,8.957146201,3004 Irving Blvd,-96.8577558,32.8077275,ROOFTOP,Dallas,133,Texas,261
CyrusOne DFW3 - Allen,78464.60072,8.957146201,2300 Chelsea Blvd,-96.659802,33.140293,ROOFTOP,Dallas,133,Texas,261
TierPoint Dallas - Fort Worth,78464.60072,8.957146201,13701 Independence,-97.25241553,32.97960687,GoogleMap,Dallas,133,Texas,261
Tierpoint Dallas-Allen,78464.60072,8.957146201,820 Allen Commerce Parkway,-96.657387,33.138618,ROOFTOP,Dallas,133,Texas,261
DataBank DFW1 - Downtown Dallas,78464.60072,8.957146201,400 S. Akard,-96.7989116,32.7782042,ROOFTOP,Dallas,133,Texas,261
Evocative DAL6,78464.60072,8.957146201,1221 Coit Road,-96.7688147,33.0157057,ROOFTOP,Dallas,133,Texas,261
DataBank DFW2 - North Dallas,78464.60072,8.957146201,904 Quality Way,-96.71162286,32.96599747,GoogleMap,Dallas,133,Texas,261
Cologix DAL1,78464.60072,8.957146201,1950 N. Stemmons Fwy,-96.819412,32.800748,ROOFTOP,Dallas,133,Texas,261
Alpha Data Center,78464.60072,8.957146201,4407 Alpha Road,150.928558,-33.8329781,GEOMETRIC_CENTER,Dallas,133,Texas,261
Evocative DAL1,78464.60072,8.957146201,2800 Summit Ave,-74.0330827,40.7712537,ROOFTOP,Dallas,133,Texas,261
Cologix DAL2,78464.60072,8.957146201,1950 North Stemmons Freeway,-96.819412,32.800748,ROOFTOP,Dallas,133,Texas,261
Equinix DA1,78464.60072,8.957146201,1950 North Stemmons Freeway,-96.819412,32.800748,ROOFTOP,Dallas,133,Texas,261
365 Data Centers - Richardson,78464.60072,8.957146201,1001 East Campbell Road,-96.7073233,32.9761212,ROOFTOP,Dallas,133,Texas,261
CyrusOne DFW2 - Lewsiville,78464.60072,8.957146201,2501 S. State Hwy 121 Business,-96.9936515,33.0073636,ROOFTOP,Dallas,133,Texas,261
DataBank DFW5 - Dallas Infomart,78464.60072,8.957146201,1950 Stemmons Fwy,-96.819412,32.800748,ROOFTOP,Dallas,133,Texas,261
Infomart Dallas,78464.60072,8.957146201,1950 N. Stemmons Freeway,-96.819412,32.800748,ROOFTOP,Dallas,133,Texas,261
Equinix DA6,78464.60072,8.957146201,1950 North Stemmons Freeway,-96.819412,32.800748,ROOFTOP,Dallas,133,Texas,261
Provision Data Services,78464.60072,8.957146201,2020 Live Oak,-118.0294406,34.107593,GEOMETRIC_CENTER,Dallas,133,Texas,261
Equinix DA2,78464.60072,8.957146201,1950 North Stemmons Freeway,-96.819412,32.800748,ROOFTOP,Dallas,133,Texas,261
Cogent Data Center - Dallas,78464.60072,8.957146201,400 S. Akard St,-96.7989116,32.7782042,ROOFTOP,Dallas,133,Texas,261
DataBank DFW6 - Dallas Love Field,78464.60072,8.957146201,8600 Harry Hines Blvd,-96.8651281,32.8385877,ROOFTOP,Dallas,133,Texas,261
Aligned DFW-01,78464.60072,8.957146201,2800 Summit Avenue,-74.0330827,40.7712537,ROOFTOP,Dallas,133,Texas,261
ColoHouse Dallas,78464.60072,8.957146201,1649 West Frankford Road,-96.9303347,32.9920341,ROOFTOP,Dallas,133,Texas,261
Cologix DAL3,78464.60072,8.957146201,1950 North Stemmons Freeway,-96.819412,32.800748,ROOFTOP,Dallas,133,Texas,261
Equinix DA11,78464.60072,8.957146201,1990 North Stemmons Freeway,-96.8209179,32.8011211,ROOFTOP,Dallas,133,Texas,261
DataBank DFW7 - Dallas LBJ,78464.60072,8.957146201,6606 Lyndon B Johnson Fwy,-96.7913148,32.9227978,ROOFTOP,Dallas,133,Texas,261
DataBank DFW3 - Plano,78464.60072,8.957146201,8375 Dominion Pkwy,-96.8144343,33.0878478,ROOFTOP,Dallas,133,Texas,261
DataBank DFW4 - Dallas Empire,78464.60072,8.957146201,1100 Empire Central Place,-96.8736034,32.8217433,ROOFTOP,Dallas,133,Texas,261
Rackspace Dallas 2,78464.60072,8.957146201,1215 Integrity Drive,-76.3421993,40.1095506,RANGE_INTERPOLATED,Dallas,133,Texas,261
QTS Irving Campus,78464.60072,8.957146201,6431 Longhorn Drive,174.934809,-36.9821361,GEOMETRIC_CENTER,Dallas,133,Texas,261
ScaleMatrix Dallas,78464.60072,8.957146201,820 Allen Commerce Pkwy,-96.657387,33.138618,ROOFTOP,Dallas,133,Texas,261
H5 Colo Dallas,78464.60072,8.957146201,12712 Park Central Dr,-96.776298,32.9213173,ROOFTOP,Dallas,133,Texas,261
CoreSpace,78464.60072,8.957146201,7505 John W. Carpenter Freeway,-96.8730945,32.8175475,ROOFTOP,Dallas,133,Texas,261
STACK Infrastructure DFW02 Campus,78464.60072,8.957146201,E Belt Line Road,-96.840056,32.5897539,GEOMETRIC_CENTER,Dallas,133,Texas,261
Equinix DA3,78464.60072,8.957146201,1950 North Stemmons Freeway,-96.819412,32.800748,ROOFTOP,Dallas,133,Texas,261
24 Hour Data,78464.60072,8.957146201,811 E Plano Pkwy,-96.7018307,33.008244,ROOFTOP,Dallas,133,Texas,261
ColoCrossing DFW1,78464.60072,8.957146201,3004 Irving Blvd,-96.8577558,32.8077275,ROOFTOP,Dallas,133,Texas,261
VAZATA Dallas I,78464.60072,8.957146201,4025 Midway Road,-92.9396101,34.2849557,GEOMETRIC_CENTER,Dallas,133,Texas,261
STACK Infrastructure DFW01B,78464.60072,8.957146201,6715 Pinecrest Dr,-96.809855,33.0665107,ROOFTOP,Dallas,133,Texas,261
Edged Dallas,78464.60072,8.957146201,505 N Wildwood Dr,-96.9172904,32.8178557,ROOFTOP,Dallas,133,Texas,261
STACK Infrastructure DFW01A,78464.60072,8.957146201,6653 Pinecrest Dr,-96.8107015,33.0648651,ROOFTOP,Dallas,133,Texas,261
KDC Richardson,78464.60072,8.957146201,1510 E Lookout Dr,-96.696395,32.98421,ROOFTOP,Dallas,133,Texas,261
Aligned DFW-02,78464.60072,8.957146201,2800 Summit Avenue,-74.0330827,40.7712537,ROOFTOP,Dallas,133,Texas,261
5CDC Dallas-Fort Worth - DFW01,78464.60072,8.957146201,1201 John Burgess Dr,-97.3086258,32.6361796,ROOFTOP,Dallas,133,Texas,261
CyrusOne Dallas (Downtown),78464.60072,8.957146201,2323 Bryan Street,-96.794157,32.7872315,ROOFTOP,Dallas,133,Texas,261
Skybox Atlantic Station,78464.60072,8.957146201,2300 W Plano Pkwy,-96.74126,33.0048799,ROOFTOP,Dallas,133,Texas,261
QTS Irving DC1 & DC2,78464.60072,8.957146201,6431 Longhorn Drive,174.934809,-36.9821361,GEOMETRIC_CENTER,Dallas,133,Texas,261
STACK Infrastructure DFW02C,78464.60072,8.957146201,E Belt Line Road,-96.840056,32.5897539,GEOMETRIC_CENTER,Dallas,133,Texas,261
STACK Infrastructure DFW02E,78464.60072,8.957146201,E Belt Line Road,-96.840056,32.5897539,GEOMETRIC_CENTER,Dallas,133,Texas,261
STACK Infrastructure DFW02F,78464.60072,8.957146201,E Belt Line Road,-96.840056,32.5897539,GEOMETRIC_CENTER,Dallas,133,Texas,261
Consolidated Dallas,78464.60072,8.957146201,400 S Akard St,-96.7989116,32.7782042,ROOFTOP,Dallas,133,Texas,261
Neutron Data Center,78464.60072,8.957146201,13616 Neutron Road,-96.8345028,32.9338434,ROOFTOP,Dallas,133,Texas,261
STACK Infrastructure DFW02D,78464.60072,8.957146201,E Belt Line Road,-96.840056,32.5897539,GEOMETRIC_CENTER,Dallas,133,Texas,261
STACK Infrastructure DFW02B,78464.60072,8.957146201,E Belt Line Road,-96.840056,32.5897539,GEOMETRIC_CENTER,Dallas,133,Texas,261
STACK Infrastructure DFW02A,78464.60072,8.957146201,E Belt Line Road,-96.840056,32.5897539,GEOMETRIC_CENTER,Dallas,133,Texas,261
Centersquare - Dallas DFW1,78464.60072,8.957146201,14901 FAA Blvd,-97.0407255,32.8326073,ROOFTOP,Dallas,133,Texas,261
Cogent Data Center - Irving,78464.60072,8.957146201,2511 E Grauwyler Rd,-96.906922,32.8314534,ROOFTOP,Dallas,133,Texas,261
Equinix DA7,78464.60072,8.957146201,6653 Pinecrest Dr,-96.8107015,33.0648651,ROOFTOP,Dallas,133,Texas,261
Skybox Legacy Campus,78464.60072,8.957146201,75075,-96.7386946,33.0208716,APPROXIMATE,Dallas,133,Texas,261
Cogent Data Center - Fort Worth,78464.60072,8.957146201,1400 E Presidio St,-97.314303,32.7444854,ROOFTOP,Dallas,133,Texas,261
QTS Irving DC3,78464.60072,8.957146201,6351 Longhorn Drive,174.934809,-36.9821361,GEOMETRIC_CENTER,Dallas,133,Texas,261
Core Scientific Denton,78464.60072,8.957146201,8171 Jim Christal Rd,-97.2123162,33.2162396,ROOFTOP,Dallas,133,Texas,261
Skybox PowerCampus Dallas,78464.60072,8.957146201,75146,-96.7601057,32.5704036,APPROXIMATE,Dallas,133,Texas,261
